,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-C8-A278-01A,0.056,0.005,0.032,0.019,0.013,0.000,0.550,0.020,0.030,0.148,0.003,0.116,0.007,0.000,0.000,0.001
TCGA-A7-A425-01A,0.003,0.000,0.003,0.001,0.004,0.000,0.581,0.027,0.067,0.186,0.023,0.094,0.007,0.003,0.001,0.000
TCGA-E2-A15H-01A,0.007,0.000,0.001,0.011,0.000,0.000,0.767,0.013,0.024,0.143,0.008,0.025,0.001,0.000,0.000,0.000
TCGA-A8-A06N-01A,0.001,0.000,0.000,0.014,0.000,0.000,0.926,0.000,0.022,0.000,0.012,0.024,0.001,0.000,0.000,0.000
TCGA-E2-A570-01A,0.001,0.000,0.003,0.002,0.001,0.000,0.587,0.013,0.037,0.297,0.013,0.044,0.002,0.000,0.000,0.000
TCGA-BH-A1FL-01A,0.003,0.008,0.005,0.002,0.015,0.000,0.720,0.017,0.055,0.123,0.016,0.030,0.005,0.000,0.000,0.000
TCGA-E2-A56Z-01A,0.001,0.000,0.003,0.012,0.000,0.000,0.838,0.001,0.034,0.071,0.025,0.013,0.001,0.000,0.000,0.000
TCGA-E9-A1RI-01A,0.003,0.000,0.006,0.005,0.005,0.001,0.508,0.004,0.035,0.345,0.006,0.071,0.010,0.000,0.000,0.000
TCGA-BH-A0DP-01A,0.005,0.001,0.007,0.002,0.019,0.001,0.515,0.040,0.054,0.262,0.011,0.073,0.009,0.000,0.000,0.000
TCGA-AR-A0U3-01A,0.002,0.000,0.004,0.010,0.000,0.000,0.882,0.012,0.038,0.023,0.008,0.020,0.001,0.000,0.000,0.000
TCGA-BH-A18L-01A,0.000,0.000,0.002,0.003,0.001,0.000,0.888,0.000,0.042,0.012,0.014,0.032,0.006,0.000,0.000,0.000
TCGA-A7-A3J1-01A,0.008,0.012,0.021,0.012,0.029,0.005,0.433,0.072,0.085,0.198,0.024,0.078,0.022,0.000,0.000,0.000
TCGA-AC-A6IW-01A,0.001,0.001,0.016,0.000,0.014,0.000,0.632,0.103,0.020,0.035,0.002,0.175,0.000,0.000,0.000,0.000
TCGA-AC-A3YI-01A,0.004,0.000,0.002,0.000,0.006,0.000,0.423,0.031,0.102,0.355,0.031,0.041,0.003,0.000,0.001,0.001
TCGA-D8-A1XG-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.778,0.008,0.021,0.119,0.047,0.025,0.001,0.000,0.000,0.000
TCGA-A8-A082-01A,0.000,0.000,0.001,0.000,0.000,0.000,0.813,0.000,0.023,0.089,0.000,0.069,0.004,0.000,0.000,0.000
TCGA-OL-A5RU-01A,0.043,0.021,0.021,0.001,0.035,0.007,0.566,0.055,0.063,0.113,0.033,0.032,0.011,0.000,0.000,0.000
TCGA-BH-A0HA-01A,0.009,0.000,0.022,0.002,0.020,0.000,0.459,0.036,0.066,0.303,0.020,0.056,0.005,0.000,0.000,0.000
TCGA-A2-A3XS-01A,0.015,0.006,0.014,0.001,0.012,0.001,0.727,0.023,0.049,0.101,0.023,0.026,0.000,0.001,0.001,0.000
TCGA-A2-A0ES-01A,0.000,0.000,0.014,0.000,0.009,0.001,0.522,0.033,0.107,0.216,0.050,0.044,0.004,0.000,0.000,0.000
TCGA-B6-A0RN-01A,0.002,0.001,0.003,0.001,0.006,0.001,0.569,0.021,0.025,0.335,0.006,0.023,0.005,0.000,0.000,0.000
TCGA-BH-A2L8-01A,0.009,0.008,0.050,0.012,0.040,0.001,0.452,0.082,0.023,0.217,0.005,0.094,0.006,0.000,0.000,0.000
TCGA-E2-A108-01A,0.009,0.003,0.035,0.003,0.042,0.000,0.241,0.066,0.124,0.266,0.033,0.169,0.008,0.001,0.001,0.000
TCGA-AN-A046-01A,0.000,0.000,0.011,0.014,0.023,0.000,0.647,0.040,0.025,0.150,0.012,0.077,0.001,0.000,0.000,0.000
TCGA-E2-A576-01A,0.007,0.000,0.002,0.005,0.000,0.000,0.835,0.007,0.028,0.076,0.014,0.014,0.010,0.000,0.001,0.000
TCGA-A2-A3XX-01A,0.022,0.006,0.018,0.006,0.002,0.000,0.740,0.019,0.033,0.099,0.023,0.031,0.001,0.000,0.000,0.000
TCGA-C8-A137-01A,0.003,0.000,0.001,0.005,0.002,0.000,0.799,0.005,0.021,0.145,0.001,0.018,0.000,0.000,0.000,0.000
TCGA-A7-A4SC-01A,0.004,0.000,0.005,0.004,0.014,0.000,0.550,0.024,0.075,0.253,0.026,0.039,0.004,0.000,0.000,0.000
