Mixture,CD4 T,CD8 T,Cancer Cells,DC,Fibroblasts,Monocytes,NK,P-value,Correlation,RMSE
TCGA-KL-8325-01A,0.0120614571393281,0,0.825451247356299,0.011433501184601,0.0231915051351719,0.122928688124368,0.00493360106023204,0,0.210293814262215,1.13844231207649
TCGA-KO-8411-01A,0.0148645930594779,0.000957679237690236,0.673576925309865,0.0214478808852467,0.0578677803070015,0.223408576104845,0.0078765650958736,0,0.201044338065891,1.10389728348113
TCGA-KL-8331-01A,0.00851468211194598,0.0129709254253377,0.573736048730039,0.0120003966245952,0.216081053019982,0.168598250189698,0.00809864389840159,0,0.226755618671615,1.08078640405219
TCGA-KO-8409-01A,0,0.0124299259304627,0.726189267163083,0.028489707260305,0.0619015985272406,0.117663821652289,0.0533256794666195,0,0.158476150520729,1.13402864690297
TCGA-KM-8439-01A,0,0,0.668823357887494,0.0112034660377795,0.0480817837147115,0.256680168812974,0.0152112235470413,0,0.243527125273806,1.08044098621045
TCGA-KN-8423-01A,0.0737536597530271,0.0159778243562266,0.688046729065364,0.0107032748102323,0.0656077268245302,0.139963797513696,0.0059469876769237,0,0.213082693157274,1.08767166482133
TCGA-KL-8339-01A,0.0264168380226685,0.0163135665634039,0.532353045396879,0.0241113197649374,0.0527099305267776,0.309766886573381,0.0383284131519531,0,0.173920088957277,1.09579574202633
TCGA-KN-8434-01A,0.0198947773597441,0.00197501676314859,0.429052364279383,0.0204732640071264,0.139821797920988,0.362956147794613,0.0258266318749966,0,0.284343451101217,1.03398938781576
TCGA-KL-8342-01A,0.028742489883296,0.0282270649708819,0.408665836928913,0.0364244692801061,0.198386754281252,0.252330373850751,0.0472230108048001,0,0.237272092257695,1.04313096626137
TCGA-KN-8428-01A,0.0325152683365643,0.00888335158992373,0.442231182132678,0.0232306208005834,0.27925651506995,0.201226911849755,0.0126561502205462,0,0.243425033536368,1.06177008348689
TCGA-KO-8416-01A,0.00158502342563946,0.00165291946265176,0.605832003287542,0,0.11348601349335,0.269292843440692,0.00815119689012432,0,0.281054488275605,1.04922046096591
TCGA-KL-8344-01A,0.0128081130121639,0,0.475841651786654,0.00197733133571616,0.366870349866889,0.142502553998577,0,0,0.261193439311458,1.08638766446938
TCGA-KM-8441-01A,5.6521748963062e-05,0.00736245882786176,0.461966286545333,0.0105114465166305,0.213190135160661,0.306913151200551,0,0,0.275458435627552,1.04919126025262
TCGA-KM-8442-01A,0.00548431990940876,0.00959777161851708,0.637460661124422,0.00551872764897376,0.188819114871337,0.15311940482734,0,0,0.271458566397202,1.06153043306653
TCGA-KL-8346-01A,0,0.00463768234049869,0.81718703121896,0.0136343583574923,0.142535041403279,0.0220058866797701,0,0,0.215526680586907,1.14634797103861
TCGA-KL-8341-01A,0,0,0.860497556678543,0.00617950401612726,0.0110832940345949,0.118038317227185,0.00420132804354962,0,0.192789117074297,1.16518557316767
TCGA-KL-8330-01A,0.008110134148402,0,0.785908804434239,0.0115463350648549,0.0516915784511574,0.133727504880542,0.00901564302080483,0,0.141584929468649,1.17215231153306
TCGA-KN-8431-01A,0.0285135410570432,0.0179669765755596,0.55940838521384,0.0301531085821494,0.0900156495334576,0.233400381207474,0.0405419578304755,0,0.243545302452182,1.04772750334381
TCGA-KO-8403-01A,0.052668399683657,0,0.441748610778871,0.0214046952249761,0.0780044846819855,0.395557285643883,0.0106165239866273,0,0.349035591526713,0.992773965573444
TCGA-KO-8405-01A,0.00560635945009204,0.0281521972473532,0.351188645955496,0.0144186499544327,0.215074815463572,0.385559331929054,0,0,0.313735903278667,1.02504967608072
TCGA-KN-8435-01A,0.00393300325432837,0.00300645154799835,0.786932858942688,0.0103728959446714,0.0851027854199269,0.106699656712044,0.00395234817834328,0,0.241740608179728,1.10755963578148
TCGA-KN-8419-01A,0.0602678012673626,0,0.55973489642063,0.013751451956816,0.0978212917309648,0.268424558624227,0,0,0.299812724414078,1.02106848865272
TCGA-KL-8337-01A,0.0223442071240541,0,0.680383455051476,0.0101841983645656,0.0986741894034289,0.188413950056475,0,0,0.159195050009821,1.13349386121009
TCGA-KL-8332-01A,0.0291727775921575,0.0174125821677372,0.472621898876818,0.0219427007289208,0.0958023330495138,0.34959998873042,0.0134477188544321,0,0.17570548147364,1.0981344129362
TCGA-KO-8413-01A,0.0580609633137272,0,0.566467009330511,0.0189407103285365,0.0354851352204686,0.309415591653336,0.01163059015342,0,0.263717992221971,1.04745893815064
TCGA-KM-8443-01A,0,0.000563723292880615,0.866668135334477,0.0177008609977102,0.0314526672427162,0.0679618682695037,0.0156527448627118,0,0.189111515234754,1.16835934273795
TCGA-KL-8333-01A,0.0323712802590462,0.024257492980098,0.416701239123246,0.00790128674100993,0.271866054136826,0.2436549054189,0.00324774134087445,0,0.2979238541468,1.02690843287126
TCGA-KL-8334-01A,0.00300493419408866,0.00195402481261364,0.517124928309547,0.0119215958400366,0.142930801120935,0.303445360136325,0.0196183555864528,0,0.24067824736928,1.06567805331211
TCGA-KN-8427-01A,0.00982061059138884,0.025038139101685,0.289816787327592,0,0.460106973014177,0.215217489965157,0,0,0.260938577418222,1.10715654371468
TCGA-KL-8338-01A,0.029889835255631,0,0.641732487321309,0.0102456637652311,0.111504373276577,0.206627640381252,0,0,0.220334448146564,1.08651812414576
TCGA-KN-8432-01A,0.026746253506599,0.00691988515374919,0.47386943141968,0.0386381393999145,0.106094995678758,0.283138378084038,0.0645929167572607,0,0.159713973200612,1.09014135412825
TCGA-KO-8410-01A,0.0103158328083822,0.0138150858677303,0.723721265566005,0.00847539276554633,0.0445481374560554,0.196565095614807,0.00255918992147332,0,0.254678934488595,1.07952479985748
TCGA-KN-8437-01A,0,0.00607126023055559,0.550926502351556,0.00729612901698168,0.120032629374796,0.311377511347076,0.0042959676790343,0,0.206384945518013,1.09401580888682
TCGA-KN-8430-01A,0,0.0319790026776805,0.408179715433756,0.0207943221733632,0.17435730899252,0.36468965072268,0,0,0.30878590610875,1.02171701502915
TCGA-KM-8477-01A,0,0.00319795489410809,0.649984609789217,0.0135155642011226,0.121907396130076,0.211394474985476,0,0,0.227376319629967,1.08830803400563
TCGA-KO-8414-01A,0,0.0166498339186349,0.506391379411832,0.024450105285952,0.0254753753798591,0.26105410476758,0.165979201236142,0,0.142564206275523,1.09720894534391
TCGA-KL-8323-01A,0.0281036322867438,0.00580571634574059,0.654941390432186,0.00662332329936374,0.127216603445138,0.177309334190828,0,0,0.261876467602984,1.06189742798057
TCGA-KL-8328-01A,0.0243506113164799,0,0.71648262648253,0.0129083827752227,0.111455433662661,0.110940518275147,0.0238624274879592,0,0.176351361182384,1.1274380651475
TCGA-KN-8426-01A,0.027248617566751,0,0.709706212001936,0.0212482709770582,0.0225890936825059,0.206696021938223,0.0125117838335261,0,0.271084919563056,1.062707548626
TCGA-KL-8336-01A,0,0,0.543835931763577,0.00478613189768925,0.136312562372646,0.307873029948335,0.00719234401775254,0,0.219042085350097,1.08671481137025
TCGA-KL-8329-01A,0,0.00349580086207036,0.381634179721444,0.0285922216952574,0.100398679163184,0.474261694833431,0.011617423724613,0,0.366921731957262,0.998731700261489
TCGA-KN-8429-01A,0.0213739392857248,0.00932696151478828,0.457821731296778,0.0250835768386771,0.138705708221798,0.305287633845499,0.0424004489967343,0,0.256036382381031,1.041285432742
TCGA-KL-8326-01A,0.0295671820205244,0.000466829985703074,0.554576348215727,0.0104299518421759,0.246540315829642,0.158419372106227,0,0,0.137811214903435,1.13972217253106
TCGA-KN-8425-01A,0.054115502798842,0,0.673284750299514,0.0310588300312681,0.0422297009447546,0.186723765544197,0.0125874503814236,0,0.211508647327668,1.08762037485752
TCGA-KL-8327-01A,0.0537251626173451,0,0.357578701011249,0.0329411467734367,0.187315462891478,0.328127763081523,0.0403117636249692,0,0.182778072168144,1.08333204515081
TCGA-KL-8343-01A,0.00291787331290408,0,0.456949668608779,0.00844529904975908,0.22438405118618,0.304958102149363,0.0023450056930145,0,0.15376741662365,1.12879815108998
TCGA-KL-8324-01A,0,0.0183402148836774,0.753766191462312,0.0179785510983819,0.0440539546607967,0.156749302674034,0.00911178522079759,0,0.197200968965069,1.12315523846995
TCGA-KN-8433-01A,0.0419866760321166,0,0.433378356902014,0.0307236744654321,0.140971216134023,0.324128582140949,0.0288114943254656,0,0.208689855306493,1.07059193988415
TCGA-KO-8417-01A,0.0125693357762202,0.00108600617975976,0.733014250087123,0.0223123869199262,0.0798286682688624,0.134633829484093,0.0165555232840155,0,0.17595698990293,1.13125844066115
TCGA-KM-8639-01A,0,0.00891306756987838,0.700036505541667,0.0199786143394883,0.04375691341727,0.217288430289891,0.0100264688418045,0,0.208987033836268,1.10513518660116
TCGA-KL-8340-01A,0.00823697036712707,0.00912339320005892,0.643897714705437,0.021541611201109,0.162363766904735,0.148254488526022,0.00658205509551111,0,0.253642886518656,1.0675071886775
TCGA-KO-8404-01A,0,0.015297012736761,0,0.00737802360894732,0.381577059288078,0.595747904366213,0,0,0.412771795261455,1.06009253397449
TCGA-KM-8440-01A,0.0128846050022241,0.0074740401430584,0.544202596074818,0.0299757560037543,0.106025212946322,0.275771860382911,0.0236659294469123,0,0.211369025401563,1.07611041298257
TCGA-KN-8436-01A,0.00335219758637849,0.0128518253646271,0.668852439948026,0.0169714575478804,0.13288957191313,0.126523298304872,0.0385592093350869,0,0.168287793800039,1.12032472253388
TCGA-KN-8424-01A,0,0.00525790295221061,0.314164805049254,0.02732523897878,0.177586921194181,0.475665131825574,0,0,0.439735824554792,0.94873738671482
TCGA-KO-8406-01A,0.0163887883036306,0.00234921660617236,0.706996851838596,0.00743879828201406,0.0772074408573934,0.186319675380446,0.00329922873174706,0,0.224499845584977,1.09696207628663
TCGA-KM-8438-01A,0.0294378645660697,8.61823656476074e-05,0.485248659865322,0.0169531960030109,0.132225023359025,0.319757703513564,0.0162913703273612,0,0.275634158857805,1.03751554715445
TCGA-KN-8418-01A,0.0152152482550231,0,0.65609177824501,0.0136166431895949,0.0985102947028373,0.189131208679908,0.0274348269276262,0,0.230859436002482,1.07862959382033
TCGA-KL-8335-01A,0.00320617343030597,0.0232235388226674,0.428441957845008,0.00946285115655608,0.389431576915873,0.145851488632631,0.000382413196958809,0,0.224970623639287,1.10987427657367
TCGA-KL-8345-01A,0.0143927316441231,0.00257191799264613,0.596703392091131,0.0117098224639648,0.143731132660904,0.230428514895571,0.000462488251660057,0,0.180146816942478,1.10931445622107
TCGA-KO-8407-01A,0.0591989830616122,0.0205272413630315,0.351163840081441,0.0293669990721806,0.136113039199764,0.395854151430444,0.00777574579152746,0,0.26576615838017,1.04135644916476
TCGA-KN-8421-01A,0.0059692656749576,0,0.740745718144475,0.0103166445069365,0.082781689865586,0.0853865903480381,0.0748000914600065,0,0.131051711758146,1.15834151342557
TCGA-KO-8415-01A,0.0200945413047318,0,0.562956504598903,0.0251638046295749,0.056741825345317,0.306126649117507,0.0289166750039661,0,0.375468297258499,0.974027505668325
TCGA-KM-8476-01A,0.032900182173463,0,0.491008123355121,0.0127699326837853,0.11071694345239,0.342979083104213,0.0096257352310279,0,0.184867320220681,1.09828551389924
TCGA-KO-8408-01A,0.0128592473974892,0.00684489827718753,0.39650835118739,0.0116169068481685,0.358924397948446,0.21088255079247,0.00236364754884786,0,0.230401521158075,1.09610892843508
