,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,1-others,Cancer Cells
TCGA-BP-4766-01A,0.001,0.000,0.004,0.000,0.000,0.000,0.001,0.234,0.002,0.108,0.168,0.002,0.008,0.010,0.001,0.459,0.459
TCGA-A3-3352-01A,0.000,0.001,0.014,0.000,0.000,0.014,0.001,0.232,0.005,0.081,0.151,0.002,0.023,0.000,0.004,0.471,0.471
TCGA-G6-A8L7-01A,0.009,0.000,0.005,0.003,0.008,0.000,0.000,0.026,0.022,0.095,0.011,0.000,0.006,0.000,0.001,0.815,0.815
TCGA-A3-A6NN-01A,0.000,0.000,0.014,0.000,0.001,0.001,0.010,0.306,0.084,0.062,0.162,0.002,0.027,0.003,0.000,0.327,0.327
TCGA-T7-A92I-01A,0.000,0.000,0.006,0.000,0.002,0.000,0.002,0.051,0.004,0.005,0.215,0.000,0.000,0.000,0.000,0.715,0.715
TCGA-B0-5713-01A,0.000,0.000,0.010,0.005,0.006,0.000,0.000,0.336,0.008,0.101,0.079,0.001,0.010,0.001,0.009,0.433,0.433
TCGA-CZ-4860-01A,0.000,0.001,0.010,0.000,0.011,0.000,0.000,0.029,0.181,0.009,0.196,0.000,0.000,0.000,0.000,0.561,0.561
TCGA-A3-3351-01A,0.000,0.007,0.023,0.017,0.038,0.000,0.067,0.201,0.037,0.103,0.186,0.005,0.000,0.006,0.001,0.308,0.308
TCGA-B8-4148-01A,0.005,0.001,0.020,0.042,0.041,0.000,0.065,0.207,0.005,0.093,0.148,0.002,0.009,0.004,0.001,0.357,0.357
TCGA-BP-4345-01A,0.001,0.000,0.025,0.002,0.012,0.000,0.009,0.214,0.222,0.268,0.184,0.002,0.007,0.001,0.001,0.054,0.054
TCGA-BP-5010-01A,0.001,0.000,0.007,0.004,0.010,0.000,0.001,0.206,0.228,0.269,0.060,0.000,0.005,0.000,0.001,0.208,0.208
TCGA-BP-4325-01A,0.000,0.000,0.000,0.009,0.041,0.000,0.001,0.169,0.001,0.049,0.208,0.000,0.006,0.002,0.000,0.513,0.513
TCGA-B0-5102-01A,0.002,0.000,0.002,0.000,0.007,0.000,0.000,0.168,0.012,0.060,0.142,0.000,0.004,0.000,0.000,0.601,0.601
TCGA-BP-5185-01A,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.071,0.026,0.084,0.040,0.000,0.001,0.000,0.000,0.776,0.776
TCGA-CZ-5986-01A,0.000,0.003,0.009,0.001,0.000,0.000,0.019,0.205,0.025,0.080,0.144,0.003,0.009,0.002,0.000,0.499,0.499
TCGA-CW-5590-01A,0.000,0.001,0.021,0.007,0.004,0.000,0.001,0.214,0.074,0.119,0.140,0.002,0.010,0.000,0.000,0.408,0.408
TCGA-CJ-4904-01A,0.000,0.001,0.007,0.004,0.013,0.000,0.014,0.354,0.045,0.144,0.127,0.003,0.004,0.000,0.002,0.282,0.282
TCGA-BP-4987-01A,0.000,0.003,0.004,0.003,0.023,0.000,0.001,0.286,0.015,0.104,0.156,0.003,0.017,0.002,0.001,0.382,0.382
TCGA-B0-4849-01A,0.000,0.000,0.012,0.007,0.002,0.000,0.001,0.231,0.002,0.191,0.096,0.003,0.009,0.001,0.026,0.419,0.419
TCGA-BP-4329-01A,0.000,0.000,0.011,0.000,0.000,0.002,0.018,0.244,0.041,0.145,0.147,0.003,0.007,0.000,0.001,0.382,0.382
